City_ID,City,Country,Date,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed
528,Teknaf,BD,2022-07-08 02:33:39,20.8624,92.3058,clear sky,84.69,73,10,10.56
529,Jalu,LY,2022-07-08 02:33:40,29.0331,21.5482,clear sky,80.2,49,0,8.7
530,Manzanillo,CU,2022-07-08 02:33:40,20.3433,-77.1167,scattered clouds,76.01,87,35,4.7
531,Javanrud,IR,2022-07-08 02:33:40,34.7961,46.5172,clear sky,74.39,30,0,2.89
532,Neosho,US,2022-07-08 02:33:40,36.869,-94.368,broken clouds,89.38,58,82,8.55
533,Mount Isa,AU,2022-07-08 02:33:41,-20.7333,139.5,clear sky,69.57,32,0,12.66
534,Tapilon,PH,2022-07-08 02:33:41,11.2774,124.0306,overcast clouds,83.84,74,100,5.35
535,Dawlatabad,AF,2022-07-08 02:33:41,36.4141,64.9053,clear sky,78.15,23,0,4.36
536,Woodstock,CA,2022-07-08 02:33:42,43.1334,-80.7497,overcast clouds,67.42,77,100,2.82
537,Lorengau,PG,2022-07-08 02:31:32,-2.0226,147.2712,overcast clouds,82.24,77,88,13.04
538,Isaccea,RO,2022-07-08 02:33:43,45.2667,28.4667,scattered clouds,64.89,72,43,11.25
539,Mancio Lima,BR,2022-07-08 02:33:43,-7.6142,-72.8958,clear sky,72.45,95,8,2.06
540,Sioux Lookout,CA,2022-07-08 02:33:43,50.1001,-91.917,scattered clouds,62.67,72,40,2.3
541,Concarneau,FR,2022-07-08 02:33:43,47.875,-3.9225,clear sky,57.49,88,0,10.2
542,Tomatlan,MX,2022-07-08 02:32:06,19.9333,-105.25,overcast clouds,78.6,91,96,1.23
543,Yining,CN,2022-07-08 02:33:44,29.0361,114.5636,few clouds,90.79,59,20,5.75
544,Agadir,MA,2022-07-08 02:33:44,30.4202,-9.5982,clear sky,72.05,54,10,2.66
545,Vardo,NO,2022-07-08 02:33:44,70.3705,31.1107,light intensity shower rain,53.58,87,100,4.61
546,Itabirito,BR,2022-07-08 02:33:45,-20.2533,-43.8014,clear sky,58.17,73,6,2.59
547,Sarakhs,IR,2022-07-08 02:33:45,36.5449,61.1577,clear sky,69.94,35,0,0.0
548,Onguday,RU,2022-07-08 02:34:45,50.75,86.15,overcast clouds,65.07,61,100,1.63
549,Kelamangalam,IN,2022-07-08 02:34:45,12.6,77.85,overcast clouds,70.93,88,100,18.12
550,Butembo,CD,2022-07-08 02:34:46,0.15,29.2833,scattered clouds,57.18,82,43,2.59
551,Imbituba,BR,2022-07-08 02:31:12,-28.24,-48.6703,broken clouds,66.09,81,59,8.39
552,Smithers,CA,2022-07-08 02:30:10,54.7804,-127.1743,light intensity shower rain,61.12,77,75,2.3
553,Qasigiannguit,GL,2022-07-08 02:34:47,68.8193,-51.1922,overcast clouds,46.65,95,100,4.38
554,Shanhetun,CN,2022-07-08 02:34:47,44.7,127.2,overcast clouds,75.87,86,96,10.07
555,Bowen,AU,2022-07-08 02:34:47,-20.0167,148.2333,clear sky,68.68,55,0,5.75
556,Jambi,ID,2022-07-08 02:34:48,-1.6,103.6167,moderate rain,80.08,84,100,3.91
557,Arroyo,ES,2022-07-08 02:34:48,41.6096,-4.7969,clear sky,59.14,76,0,10.36
558,Beyneu,KZ,2022-07-08 02:34:48,45.3167,55.2,clear sky,76.64,37,0,4.94
559,Zyryanka,RU,2022-07-08 02:34:49,65.75,150.85,clear sky,85.78,43,4,6.85
560,Alugan,PH,2022-07-08 02:34:49,12.2188,125.4808,overcast clouds,84.94,69,100,4.83
561,Dafeng,CN,2022-07-08 02:34:49,23.4517,108.5881,overcast clouds,84.09,81,100,7.4
562,Tandil,AR,2022-07-08 02:30:13,-37.3217,-59.1332,scattered clouds,37.69,46,27,6.35
563,Guiratinga,BR,2022-07-08 02:34:49,-16.3494,-53.7583,clear sky,67.32,44,0,4.52
564,Manoel Urbano,BR,2022-07-08 02:34:50,-8.8389,-69.2597,broken clouds,75.27,84,77,1.48
565,Portree,GB,2022-07-08 02:34:50,57.4129,-6.1942,overcast clouds,54.52,98,100,6.58
566,Doume,CM,2022-07-08 02:34:50,4.2333,13.45,overcast clouds,65.43,99,100,2.62
567,Mackay,AU,2022-07-08 02:34:51,-21.15,149.2,clear sky,74.68,65,0,11.72
568,Cayenne,GF,2022-07-08 02:34:52,4.9333,-52.3333,broken clouds,82.09,1,75,0.0
569,Tari,NG,2022-07-08 02:34:52,12.4086,4.4914,few clouds,80.92,56,15,7.7
570,Sosnovka,RU,2022-07-08 02:34:52,56.255,51.2842,clear sky,67.42,83,0,4.38
571,Kota Belud,MY,2022-07-08 02:34:52,6.351,116.4305,light rain,87.94,58,63,6.67
572,Gat,IL,2022-07-08 02:34:53,31.61,34.7642,clear sky,77.4,75,0,2.15
573,Rio Gallegos,AR,2022-07-08 02:34:53,-51.6226,-69.2181,clear sky,15.85,100,0,3.44
574,Tommot,RU,2022-07-08 02:34:53,58.9564,126.2925,light rain,68.05,60,63,11.88
575,Chimore,BO,2022-07-08 02:34:54,-16.9833,-65.1333,overcast clouds,76.03,72,100,1.41
576,Waipawa,NZ,2022-07-08 02:34:54,-41.4122,175.5153,overcast clouds,53.11,92,100,7.11
577,Antigonish,CA,2022-07-08 02:30:58,45.6169,-61.9986,overcast clouds,59.83,87,100,6.44
578,Praia,CV,2022-07-08 02:34:54,14.9215,-23.5087,broken clouds,75.74,73,75,10.36
579,Tambacounda,SN,2022-07-08 02:34:54,13.7539,-13.7586,moderate rain,80.31,80,100,3.36
580,El Sauzal,MX,2022-07-08 02:34:55,31.9,-116.6833,few clouds,64.74,86,19,4.72
581,Mehriz,IR,2022-07-08 02:34:55,31.5917,54.4318,few clouds,79.3,19,17,1.36
582,Pudozh,RU,2022-07-08 02:34:55,61.8099,36.5345,few clouds,58.03,82,12,8.21
583,Gurlan,UZ,2022-07-08 02:34:56,41.8447,60.3919,scattered clouds,69.71,30,28,6.73
584,Fukue,JP,2022-07-08 02:34:56,32.6881,128.8419,broken clouds,84.56,94,75,10.36
585,Tiznit,MA,2022-07-08 02:34:56,29.5833,-9.5,scattered clouds,84.29,29,31,3.4
586,Rojhan,PK,2022-07-08 02:34:57,28.6868,69.9534,clear sky,95.59,51,0,3.06
587,Kismayo,SO,2022-07-08 02:34:57,-0.3582,42.5454,scattered clouds,75.4,77,42,18.01
588,Jacareacanga,BR,2022-07-08 02:34:57,-6.2222,-57.7528,overcast clouds,78.37,67,98,2.06
589,Yola,NG,2022-07-08 02:34:57,9.2,12.4833,few clouds,75.02,84,22,3.22
590,Zyryanovsk,KZ,2022-07-08 02:34:58,49.7386,84.2719,overcast clouds,61.86,81,100,2.98
591,Savannakhet,LA,2022-07-08 02:34:58,16.566,104.751,moderate rain,80.78,87,100,7.92
592,Conde,BR,2022-07-08 02:34:59,-7.2597,-34.9075,moderate rain,72.86,100,100,5.75
593,Flinders,AU,2022-07-08 02:32:43,-34.5833,150.8552,clear sky,60.06,61,0,11.99
594,Camana,PE,2022-07-08 02:34:59,-16.6228,-72.7111,few clouds,60.08,87,14,0.78
595,Sobolevo,RU,2022-07-08 02:35:00,54.4299,31.8996,overcast clouds,55.87,87,93,0.74
596,Berlevag,NO,2022-07-08 02:36:00,70.8578,29.0864,overcast clouds,57.2,87,100,3.44
597,Altagracia De Orituco,VE,2022-07-08 02:36:00,9.8601,-66.3814,broken clouds,70.41,95,71,4.07
598,Quelimane,MZ,2022-07-08 02:36:01,-17.8786,36.8883,clear sky,64.35,88,0,0.0
599,Houma,US,2022-07-08 02:36:01,29.5958,-90.7195,clear sky,82.99,88,0,0.0
600,Nizwa,OM,2022-07-08 02:36:01,22.9333,57.5333,light rain,79.0,86,98,4.68
601,Hudson Bay,CA,2022-07-08 02:36:01,52.85,-102.3842,few clouds,60.94,78,24,4.56
602,Fulton,US,2022-07-08 02:32:05,33.7668,-84.4499,clear sky,82.06,77,0,5.75
603,Vanino,RU,2022-07-08 02:36:02,49.0869,140.2543,broken clouds,77.77,62,64,6.96
604,Bairiki,KI,2022-07-08 02:36:02,1.3292,172.9752,few clouds,84.2,79,20,11.5
605,Timbauba,BR,2022-07-08 02:36:02,-7.5053,-35.3183,overcast clouds,71.26,94,92,7.74
606,Batagay,RU,2022-07-08 02:36:03,67.6333,134.6333,overcast clouds,50.13,94,100,9.1
607,Bilibino,RU,2022-07-08 02:36:03,68.0546,166.4372,overcast clouds,60.93,62,100,3.44
608,Buta,CD,2022-07-08 02:36:03,2.7858,24.73,broken clouds,68.13,95,68,0.87
609,Mangaratiba,BR,2022-07-08 02:36:04,-22.9597,-44.0406,broken clouds,61.66,62,62,5.35
610,Libenge,CD,2022-07-08 02:36:04,3.65,18.6333,overcast clouds,71.1,86,92,2.66
611,Algodones,MX,2022-07-08 02:36:04,20.3888,-105.4773,broken clouds,77.54,87,73,4.54
612,Yakeshi,CN,2022-07-08 02:36:05,49.2833,120.7333,broken clouds,74.91,61,71,12.17
613,Chippewa Falls,US,2022-07-08 02:36:05,44.9369,-91.3929,clear sky,83.17,79,0,0.0
614,Beberibe,BR,2022-07-08 02:36:05,-4.1797,-38.1306,overcast clouds,75.63,86,85,10.74
615,Kavaratti,IN,2022-07-08 02:36:06,10.5669,72.642,overcast clouds,81.48,81,100,17.47
616,Miracema Do Tocantins,BR,2022-07-08 02:36:06,-9.5618,-48.3967,scattered clouds,77.97,42,41,2.01
617,Bunia,CD,2022-07-08 02:36:06,1.5667,30.25,light rain,63.84,86,97,1.07
618,Eenhana,NA,2022-07-08 02:33:29,-17.4667,16.3333,clear sky,53.56,47,0,7.4
619,Dwarka,IN,2022-07-08 02:36:07,22.2394,68.9678,heavy intensity rain,83.28,83,100,23.29
620,Santo Tomas,PH,2022-07-08 02:36:07,14.1079,121.1414,moderate rain,84.56,76,100,3.58
621,Charters Towers,AU,2022-07-08 02:36:07,-20.1,146.2667,clear sky,69.22,47,0,8.3
622,Khani,GE,2022-07-08 02:36:07,41.9563,42.9566,clear sky,56.77,75,0,2.82
623,Krasnosilka,UA,2022-07-08 02:36:08,46.6226,30.7742,scattered clouds,66.13,78,41,13.24
624,Fairview,US,2022-07-08 02:36:08,40.8126,-73.999,clear sky,72.63,75,0,8.05
625,Raymondville,US,2022-07-08 02:36:08,26.4815,-97.7831,clear sky,86.11,70,0,14.67
626,Bam,IR,2022-07-08 02:36:09,29.106,58.357,scattered clouds,89.91,14,50,1.34
627,Jiazi,CN,2022-07-08 02:36:09,22.8779,116.067,few clouds,85.55,75,20,7.92
628,Shenjiamen,CN,2022-07-08 02:36:09,29.9576,122.298,few clouds,83.5,80,20,4.99
629,Santa Fe,AR,2022-07-08 02:36:09,-31.6333,-60.7,light rain,49.98,46,0,1.01
630,San Vicente,AR,2022-07-08 02:36:10,-26.6167,-54.1333,overcast clouds,58.28,87,91,3.04
631,Sur,OM,2022-07-08 02:36:11,22.5667,59.5289,overcast clouds,83.64,81,98,8.9
632,Tarrega,ES,2022-07-08 02:36:11,41.647,1.1396,clear sky,64.47,63,0,2.59
633,Loma Bonita,PA,2022-07-08 02:36:11,8.3833,-80.1667,overcast clouds,82.78,86,100,12.08
634,Wamba,NG,2022-07-08 02:36:12,8.9333,8.6,overcast clouds,71.51,92,100,0.85
635,Virginia Beach,US,2022-07-08 02:34:02,36.8529,-75.978,overcast clouds,80.06,87,100,5.01
636,Cam Ranh,VN,2022-07-08 02:36:12,11.9214,109.1591,light rain,87.76,58,20,8.05
637,Aklavik,CA,2022-07-08 02:36:12,68.2191,-135.0107,few clouds,88.25,25,19,11.54
638,Onega,RU,2022-07-08 02:36:13,63.9061,38.1404,scattered clouds,58.37,89,47,9.19
639,Prescott,US,2022-07-08 02:36:13,34.54,-112.4685,clear sky,86.16,20,0,9.22
640,Jumla,NP,2022-07-08 02:36:13,29.2747,82.1838,broken clouds,68.54,81,80,3.49
641,Quatre Cocos,MU,2022-07-08 02:36:13,-20.2078,57.7625,overcast clouds,69.91,59,94,20.18
642,Jos,NG,2022-07-08 02:36:14,9.9167,8.9,broken clouds,65.43,86,83,3.65
643,Bayir,TR,2022-07-08 02:36:15,37.2687,28.2167,clear sky,61.32,53,0,4.7
644,Blackwater,AU,2022-07-08 02:37:15,-23.5833,148.8833,clear sky,66.87,45,0,8.68
645,Diban,SY,2022-07-08 02:37:15,35.0365,40.5167,clear sky,82.71,34,2,10.36
646,Nurota,UZ,2022-07-08 02:37:16,40.5614,65.6886,clear sky,74.8,23,0,11.32
647,Taoudenni,ML,2022-07-08 02:36:53,22.6783,-3.9836,clear sky,97.75,17,1,2.37
648,Wewak,PG,2022-07-08 02:37:16,-3.5534,143.6268,overcast clouds,83.86,72,100,5.88
649,Buchanan,LR,2022-07-08 02:37:16,5.8808,-10.0467,overcast clouds,76.35,82,94,7.78
650,Horta,PT,2022-07-08 02:37:17,38.5333,-28.6333,broken clouds,66.56,80,58,11.61
651,Conceicao Da Barra,BR,2022-07-08 02:37:17,-18.5933,-39.7322,overcast clouds,73.0,79,97,6.91
652,Dzhebariki-Khaya,RU,2022-07-08 02:37:17,62.2167,135.8,overcast clouds,68.23,52,86,14.85
653,Tautira,PF,2022-07-08 02:32:53,-17.7333,-149.15,clear sky,78.26,72,3,7.07
654,Markova,UA,2022-07-08 02:37:18,48.6758,24.4138,few clouds,52.59,86,14,3.6
655,Aojiang,CN,2022-07-08 02:37:18,22.9421,116.0359,scattered clouds,87.01,71,25,6.87
656,Dharchula,IN,2022-07-08 02:37:18,29.85,80.5333,broken clouds,78.6,83,74,3.13
657,Auki,SB,2022-07-08 02:37:19,-8.7676,160.7034,broken clouds,85.44,63,69,3.56
658,San Miguel,SV,2022-07-08 02:34:18,13.4833,-88.1833,few clouds,82.06,83,20,4.61
659,Puerto Lopez,CO,2022-07-08 02:37:19,4.0845,-72.956,broken clouds,72.55,96,78,1.54
660,Matagami,CA,2022-07-08 02:37:19,49.7502,-77.6328,overcast clouds,55.51,94,100,2.3
661,Banda Aceh,ID,2022-07-08 02:37:20,5.5577,95.3222,broken clouds,86.38,61,81,14.23
662,Bend,US,2022-07-08 02:37:20,44.0582,-121.3153,scattered clouds,72.07,54,46,5.99
663,Meadow Lake,US,2022-07-08 02:37:20,34.8014,-106.5436,clear sky,88.12,31,7,5.28
664,Emba,KZ,2022-07-08 02:37:21,48.8264,58.1442,clear sky,66.34,53,1,8.28
